iter	Passed	Remaining
1664	248760	124753
1665	248948	124623
1666	249103	124476
1667	249289	124346
1668	249423	124188
1669	249560	124033
1670	249705	123881
1671	249869	123739
1672	250010	123585
1673	250216	123464
1674	250351	123307
1675	250513	123164
1676	250636	123001
1677	250822	122869
1678	250993	122731
1679	251170	122595
1680	251315	122443
1681	251462	122292
1682	251596	122135
1683	251714	121970
1684	251863	121821
1685	252029	121679
1686	252170	121525
1687	252313	121373
1688	252519	121251
1689	252642	121089
1690	252792	120939
1691	252968	120803
1692	253162	120674
1693	253298	120518
1694	253455	120372
1695	253590	120216
1696	253757	120074
1697	253888	119916
1698	254077	119785
1699	254228	119637
1700	254345	119472
1701	254508	119328
1702	254658	119179
1703	254813	119032
1704	254939	118871
1705	255073	118715
1706	255263	118584
1707	255406	118431
1708	255565	118287
1709	255737	118147
1710	255895	118002
1711	256017	117840
1712	256147	117681
1713	256268	117518
1714	256407	117364
1715	256560	117216
1716	256728	117075
1717	256881	116927
1718	257006	116766
1719	257151	116615
1720	257296	116463
1721	257469	116324
1722	257602	116167
1723	257754	116019
1724	257904	115870
1725	258062	115724
1726	258258	115595
1727	258425	115453
1728	258571	115303
1729	258742	115163
1730	258906	115019
1731	259095	114887
1732	259261	114745
1733	259403	114592
1734	259562	114446
1735	259717	114299
1736	259865	114149
1737	260059	114019
1738	260189	113860
1739	260355	113718
1740	260492	113563
1741	260651	113417
1742	260823	113277
1743	260939	113113
1744	261061	112952
1745	261200	112798
1746	261329	112639
1747	261483	112491
1748	261651	112350
1749	261847	112220
1750	262027	112083
1751	262181	111935
1752	262322	111782
1753	262457	111626
1754	262597	111473
1755	262717	111310
1756	262885	111168
1757	263038	111020
1758	263185	110870
1759	263325	110716
1760	263488	110572
1761	263639	110423
1762	263790	110274
1763	263954	110130
1764	264111	109984
1765	264289	109846
1766	264432	109693
1767	264626	109562
1768	264768	109409
1769	264906	109255
1770	265047	109102
1771	265203	108954
1772	265350	108804
1773	265521	108663
1774	265694	108522
1775	265849	108375
1776	265995	108224
1777	266153	108077
1778	266312	107932
1779	266457	107780
1780	266612	107632
1781	266752	107479
1782	266903	107330
1783	267025	107169
1784	267166	107016
1785	267334	106873
1786	267459	106714
1787	267614	106566
1788	267731	106404
1789	267887	106256
1790	268062	106117
1791	268183	105956
1792	268359	105817
1793	268512	105668
1794	268682	105527
1795	268832	105377
1796	268983	105228
1797	269107	105068
1798	269256	104918
1799	269444	104784
1800	269578	104628
1801	269757	104489
1802	269902	104338
1803	270090	104203
1804	270235	104052
1805	270352	103889
1806	270470	103727
1807	270626	103580
1808	270767	103427
1809	270935	103284
1810	271092	103137
1811	271212	102977
1812	271334	102816
1813	271481	102666
1814	271619	102512
1815	271801	102374
1816	271964	102229
1817	272108	102077
1818	272251	101925
1819	272370	101764
1820	272535	101620
1821	272731	101488
1822	272873	101336
1823	273033	101190
1824	273172	101036
1825	273346	100895
1826	273526	100757
1827	273662	100602
1828	273814	100453
1829	273941	100295
1830	274078	100141
1831	274209	99984
1832	274351	99832
1833	274497	99681
1834	274636	99527
1835	274773	99373
1836	274912	99219
1837	275068	99072
1838	275256	98936
1839	275452	98803
1840	275610	98656
1841	275770	98510
1842	275906	98356
1843	276097	98221
1844	276274	98081
1845	276410	97926
1846	276561	97777
1847	276710	97627
1848	276869	97480
1849	277050	97342
1850	277181	97185
1851	277329	97035
1852	277501	96893
1853	277664	96748
1854	277824	96601
1855	277970	96451
1856	278093	96291
1857	278232	96138
1858	278376	95986
1859	278495	95826
1860	278648	95677
1861	278818	95534
1862	279007	95398
1863	279134	95241
1864	279279	95089
1865	279440	94943
1866	279584	94792
1867	279734	94642
1868	279894	94496
1869	280042	94345
1870	280241	94212
1871	280383	94060
1872	280499	93899
1873	280637	93745
1874	280793	93597
1875	280975	93458
1876	281113	93304
1877	281280	93160
1878	281437	93013
1879	281584	92862
1880	281736	92713
1881	281901	92569
1882	282067	92424
1883	282256	92287
1884	282395	92134
1885	282543	91983
1886	282686	91831
1887	282846	91685
1888	282972	91527
1889	283132	91381
1890	283284	91232
1891	283442	91085
1892	283594	90936
1893	283752	90788
1894	283939	90650
1895	284111	90508
1896	284279	90363
1897	284415	90209
1898	284576	90063
1899	284763	89925
1900	284948	89786
1901	285109	89640
1902	285250	89487
1903	285418	89343
1904	285552	89188
1905	285681	89031
1906	285825	88880
1907	285975	88730
1908	286119	88578
1909	286259	88425
1910	286420	88279
1911	286533	88118
1912	286662	87961
1913	286824	87815
1914	286972	87665
1915	287119	87514
1916	287260	87362
1917	287416	87213
1918	287612	87078
1919	287771	86931
1920	287929	86783
1921	288099	86639
1922	288285	86500
1923	288477	86363
1924	288629	86213
1925	288789	86067
1926	288910	85908
1927	289060	85758
1928	289214	85610
1929	289360	85458
1930	289523	85312
1931	289674	85163
1932	289856	85022
1933	290008	84873
1934	290126	84713
1935	290297	84570
1936	290482	84430
1937	290637	84281
1938	290805	84137
1939	290967	83990
1940	291172	83856
1941	291336	83710
1942	291513	83568
1943	291691	83426
1944	291814	83268
1945	291970	83120
1946	292115	82968
1947	292287	82824
1948	292442	82676
1949	292597	82527
1950	292740	82375
1951	292896	82227
1952	293017	82068
