iter	Accuracy	MultiClass
1720	0.9339032421	0.2731445807
1721	0.934118541	0.2729853822
1722	0.9341312057	0.2729527559
1723	0.9342071935	0.2728415446
1724	0.934295846	0.2727391638
1725	0.9344098278	0.2726591688
1726	0.9345871327	0.2723313723
1727	0.9347264438	0.2721139461
1728	0.934751773	0.2720219544
1729	0.934789767	0.2718080901
1730	0.934789767	0.271640531
1731	0.9350683891	0.2713007625
1732	0.9353216819	0.2710727
1733	0.9352836879	0.2710301794
1734	0.9353090172	0.2709483787
1735	0.9353596758	0.2709046956
1736	0.9353976697	0.2708178241
1737	0.9353723404	0.2704772887
1738	0.9353470111	0.2704685818
1739	0.9353976697	0.2703339705
1740	0.9353596758	0.2703121042
1741	0.9355116515	0.2701184985
1742	0.9354736575	0.2698895703
1743	0.9354863222	0.2698889519
1744	0.9355116515	0.2698469755
1745	0.9355496454	0.2698223388
1746	0.9355116515	0.2697916419
1747	0.93556231	0.2696604689
1748	0.9356129686	0.2695072812
1749	0.9358282675	0.2691941282
1750	0.9358282675	0.2690363396
1751	0.9358662614	0.2689775925
1752	0.9359295846	0.2688535433
1753	0.9359675785	0.2688179982
1754	0.9360688956	0.2687199215
1755	0.9360942249	0.2687032249
1756	0.9360055724	0.2684493632
1757	0.9361195542	0.2683394134
1758	0.9361702128	0.2682012649
1759	0.9360942249	0.2681240403
1760	0.9360942249	0.2679718172
1761	0.9362968592	0.2678557329
1762	0.936372847	0.2676652439
1763	0.9363981763	0.2675617005
1764	0.9363475177	0.2674735428
1765	0.9365121581	0.2672399148
1766	0.9366261398	0.2672045428
1767	0.9368541033	0.2668162677
1768	0.9369174265	0.2667658813
1769	0.9369174265	0.2667442871
1770	0.9369934144	0.2666856884
1771	0.937006079	0.2665805372
1772	0.9369427558	0.2663955395
1773	0.9370440729	0.2661204051
1774	0.9372593718	0.2658349807
1775	0.9372467072	0.2657304727
1776	0.9372847011	0.2656555732
1777	0.9372213779	0.2655850025
1778	0.9373353597	0.2654810634
1779	0.9373480243	0.2654122489
1780	0.9374746707	0.2652590117
1781	0.9374873354	0.2651870805
1782	0.9375759878	0.2650125954
1783	0.9375886525	0.2650123233
1784	0.9376266464	0.264924586
1785	0.9376013171	0.2647901974
1786	0.9376139818	0.2647897769
1787	0.9376646403	0.2646402253
1788	0.937677305	0.2646396811
1789	0.9377026342	0.2645118721
1790	0.9378672746	0.2642046804
1791	0.9378419453	0.2641994612
1792	0.9379559271	0.2639845333
1793	0.9379685917	0.2638530635
1794	0.9380445795	0.2636782073
1795	0.9380445795	0.2635928941
1796	0.9380699088	0.263544907
1797	0.9380825735	0.2635182668
1798	0.9380952381	0.2633925851
1799	0.9382218845	0.2631067649
1800	0.9381712259	0.2630767853
1801	0.938310537	0.2628008842
1802	0.9382852077	0.2627539112
1803	0.9383232016	0.26246819
1804	0.9383738602	0.2623862903
1805	0.9383738602	0.2623857956
1806	0.9383738602	0.2623851525
1807	0.938449848	0.2621396514
1808	0.9385511651	0.2620869893
1809	0.9385385005	0.2619283102
1810	0.9386904762	0.261794812
1811	0.9387411348	0.2617825679
1812	0.9387284701	0.2617734405
1813	0.9387284701	0.2617019298
1814	0.9387411348	0.2616654447
1815	0.9387537994	0.2614305552
1816	0.9388297872	0.2612867423
1817	0.9388297872	0.2612498367
1818	0.9388551165	0.2612031854
1819	0.9388424519	0.2612022454
1820	0.938943769	0.2610667684
1821	0.9390450861	0.260746442
1822	0.9391464032	0.2606884617
1823	0.9392097264	0.2604404623
1824	0.9392223911	0.2603981644
1825	0.9393743668	0.2601024253
1826	0.939399696	0.2598482915
1827	0.93943769	0.2598102728
1828	0.9394250253	0.259747568
1829	0.9394123607	0.2597001745
1830	0.9394503546	0.2596881778
1831	0.9395010132	0.2596534737
1832	0.93943769	0.2596361093
1833	0.93943769	0.25954528
1834	0.9394756839	0.2594984308
1835	0.9395263425	0.2594494048
1836	0.939577001	0.2594220719
1837	0.9395643364	0.2593000758
1838	0.9397036474	0.259017026
1839	0.9399189463	0.258762348
1840	0.9399189463	0.2585448477
1841	0.9399696049	0.2584162966
1842	0.9399822695	0.2583695958
1843	0.9401215805	0.2580592626
1844	0.9402355623	0.2579438956
1845	0.9402735562	0.2578872016
1846	0.9402735562	0.257787616
1847	0.9402988855	0.2576621569
1848	0.940248227	0.2575565357
1849	0.940387538	0.2573295369
1850	0.9403622087	0.2573172433
1851	0.9404381966	0.2571996749
1852	0.9403622087	0.256951156
1853	0.940564843	0.2567010789
1854	0.940704154	0.2564913455
1855	0.940704154	0.2564346267
1856	0.940704154	0.2564342557
1857	0.9406788247	0.2563994527
1858	0.9406534954	0.2563624976
1859	0.9406534954	0.2563617556
1860	0.9407294833	0.2563101323
1861	0.9407674772	0.2561509091
1862	0.9408687943	0.2559137686
1863	0.9408687943	0.2558786193
1864	0.9408941236	0.2558289997
1865	0.9408308004	0.2557277073
1866	0.9408561297	0.2556736105
1867	0.9409701114	0.255500659
1868	0.9410840932	0.2553478175
1869	0.9411347518	0.2552574088
1870	0.9413880446	0.2548801411
1871	0.9413627153	0.254787803
1872	0.9413627153	0.2547875556
1873	0.9413120567	0.2547482507
1874	0.9414387031	0.2545865292
1875	0.9416413374	0.2543305155
1876	0.9416919959	0.2542988291
1877	0.9417426545	0.2540584978
1878	0.9418059777	0.2539184199
1879	0.9420212766	0.2537656527
1880	0.9419326241	0.2537285493
1881	0.9419959473	0.2535439473
1882	0.9420845998	0.253374162
1883	0.9421985816	0.2531297492
1884	0.9421859169	0.2530898012
1885	0.9422112462	0.2530044138
1886	0.942325228	0.2529215495
1887	0.9423885512	0.2528106349
1888	0.9423505572	0.2527614358
1889	0.9424138804	0.2526335526
1890	0.9424898683	0.2524639899
1891	0.9424898683	0.2523577256
1892	0.9424898683	0.2522957876
1893	0.9425531915	0.2522265279
1894	0.9425911854	0.2520263672
1895	0.9426038501	0.2518654372
1896	0.9426798379	0.2516814289
1897	0.9427304965	0.2516560007
1898	0.9428064843	0.2515439483
1899	0.9428318136	0.2513383458
1900	0.9430851064	0.2509384202
1901	0.9430597771	0.2508353715
1902	0.9430851064	0.250793321
1903	0.9430597771	0.2505425265
1904	0.9431737589	0.2504623088
1905	0.9431484296	0.2504211735
1906	0.9431484296	0.2503444931
1907	0.9432370821	0.2502480489
1908	0.9431864235	0.2501914785
1909	0.9432497467	0.2501181868
1910	0.9433130699	0.2499071672
1911	0.9433257345	0.2499070188
1912	0.9433257345	0.2498932163
1913	0.943414387	0.2497118052
1914	0.9434397163	0.2496324286
1915	0.9434397163	0.2495545856
1916	0.943414387	0.2494667494
1917	0.9435663627	0.2492951089
1918	0.9435283688	0.2489961541
1919	0.9435157042	0.2489416368
1920	0.9436170213	0.2488501644
1921	0.9437816616	0.2486524526
1922	0.9438576494	0.248348427
1923	0.9439589666	0.2480858583
1924	0.9441109422	0.2479713819
1925	0.9441869301	0.2478828283
1926	0.9441869301	0.2478824573
1927	0.944224924	0.2477897729
1928	0.9442629179	0.24760245
1929	0.9443009119	0.2475870892
1930	0.9443515704	0.2475322256
1931	0.9443768997	0.2474671709
1932	0.9444655522	0.247235126
1933	0.9444908815	0.2471771704
1934	0.9444908815	0.2471768241
1935	0.9445542047	0.2469846283
1936	0.9446555218	0.2467199818
1937	0.9446681864	0.2466864898
1938	0.9446681864	0.2463791002
1939	0.9448454914	0.2461555149
1940	0.9449594732	0.2457336488
1941	0.9448834853	0.2455997796
1942	0.9450861196	0.2453299634
1943	0.9451367781	0.2451351208
1944	0.9451367781	0.2451347003
1945	0.9452760892	0.2450193581
1946	0.9452887538	0.2449557381
1947	0.9452887538	0.2446796143
1948	0.9452760892	0.2446177505
1949	0.9452760892	0.2445155429
1950	0.9452760892	0.2444251342
1951	0.9453647416	0.2443093714
1952	0.9453647416	0.2442817417
